,id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
1906,1907,1.6816259999999998,tcp,smtp,FIN,158,40,186309,2630,117.148524,62,252,880719.0625,12202.47559,76,8,10.710994,41.72741,1080.004002,55.393426,255,3472532908,175629506,255,0.10082,0.053426999999999995,0.047393,1179,66,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
35462,35463,1.065123,tcp,http,FIN,12,18,1580,10168,27.226903000000004,31,29,10883.250979999999,72134.39844,3,5,96.795906,62.623355000000004,9958.916342,8023.067098,255,2659300943,2660376322,255,0.000667,0.000519,0.000148,132,565,1,0,2,0,5,1,1,1,0,0,1,7,1,0,Normal,0
4250,4251,8e-06,sat-expak,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
30446,30447,0.402301,tcp,-,FIN,16,18,1540,1644,82.02813,31,29,28714.816410000003,30882.347660000003,4,4,26.792866999999998,23.632941,1620.0342460000002,45.223667999999996,255,4095152430,1981270363,255,0.000663,0.00053,0.000133,96,91,0,0,2,0,6,2,1,2,0,0,0,4,5,0,Normal,0
64925,64926,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,4,4,4,4,0,0,0,4,11,0,Generic,1
74143,74144,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.66,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
19819,19820,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,11,11,6,38,0,0,0,11,38,0,Generic,1
60962,60963,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,2,3,3,3,3,0,0,0,4,8,0,Generic,1
2551,2552,0.773993,tcp,-,FIN,32,12,26614,642,55.556056999999996,254,252,266493.375,6087.910156,13,3,23.033097,63.247637,1666.659919,80.968367,255,2338065085,2463200316,255,0.130045,0.078265,0.05177999999999999,832,54,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
23181,23182,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,35,35,20,35,0,0,0,35,35,0,Generic,1
33719,33720,0.248685,tcp,-,FIN,16,18,1540,1644,132.69799,31,29,46452.33984,49958.78125,4,4,16.556599,14.597999999999999,1166.235254,27.191834000000004,255,316634551,2500150558,255,0.00067,0.000508,0.000162,96,91,0,0,9,0,5,5,1,5,0,0,0,7,7,0,Normal,0
5163,5164,9e-06,rsvp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,1,1,5,0,0,0,5,5,0,DoS,1
33117,33118,0.043974,tcp,-,FIN,48,50,2958,32368,2205.8488629999997,31,29,527038.6875,5770864.5,7,18,0.928745,0.885755,62.400236,60.274127,255,2478328205,329062468,255,0.000698,0.000563,0.000135,62,647,0,0,6,0,2,1,1,1,0,0,0,2,8,0,Normal,0
71273,71274,1.180556,tcp,-,FIN,10,8,588,354,14.399994,254,252,3591.527832,2100.705078,2,1,131.158778,151.96414099999998,6864.1049379999995,209.454781,255,3461863264,1508302424,255,0.256727,0.116801,0.139926,59,44,0,0,4,1,2,1,1,3,0,0,0,1,4,0,Normal,0
56333,56334,3e-06,ipx-n-ip,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,7,13,0,Exploits,1
69889,69890,1e-06,udp,-,INT,2,0,244,0,1000000.003,254,0,976000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,122,0,0,0,10,2,2,2,1,4,0,0,0,4,4,0,Normal,0
41125,41126,0.629492,tcp,-,CON,6,2,998,86,11.120078,62,252,10573.60547,546.472412,2,1,125.8984,0.008,6309.753199,0.0,255,3389319739,3449142920,255,0.292086,0.14623599999999998,0.14585,166,43,0,0,4,3,1,1,1,4,0,0,0,1,4,0,Normal,0
57184,57185,6e-06,udp,-,INT,2,0,104,0,166666.6608,254,0,69333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,1,1,1,1,0,0,0,1,4,0,Fuzzers,1
42638,42639,4e-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,Normal,0
38447,38448,1.005763,tcp,http,FIN,12,18,1580,10168,28.833828999999998,31,29,11525.57715,76391.75,3,5,91.385001,59.13194300000001,9529.40841,7673.873287,255,2641828844,2638661231,255,0.000647,0.000516,0.000131,132,565,1,3924,3,0,4,2,1,1,0,0,1,4,2,0,Normal,0
71765,71766,1e-05,udp,-,INT,2,0,1290,0,100000.0025,254,0,516000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,645,0,0,0,9,2,5,5,1,9,0,0,0,5,9,0,Normal,0
28371,28372,1.007678,tcp,http,FIN,14,18,1684,10168,30.763795000000002,31,29,12416.66406,76246.57813,3,5,77.484615,59.242706000000005,8765.733501,7675.063803,255,3374965133,3376058122,255,0.0006929999999999999,0.000544,0.000149,120,565,1,3924,3,0,2,3,1,1,0,0,1,3,1,0,Normal,0
20065,20066,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,24,24,24,31,0,0,0,24,31,0,Generic,1
58791,58792,3.5e-05,fc,-,INT,2,0,200,0,28571.42781,254,0,22857142.0,0.0,0,0,0.035,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,Analysis,1
52780,52781,1.060532,tcp,-,FIN,10,8,564,354,16.029691,254,252,3832.039062,2338.448975,2,1,115.965778,138.92714099999998,7336.51255,200.767516,255,838740758,4254745101,255,0.150403,0.088038,0.062365,56,44,0,0,4,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
76494,76495,0.611941,tcp,-,FIN,10,6,588,268,24.512168,254,252,6928.772948999999,2928.386963,2,1,65.709889,107.94,3426.8302799999997,173.506406,255,1487627277,2638919573,255,0.141001,0.072237,0.06876399999999999,59,45,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Normal,0
15558,15559,7.000000000000001e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,6,6,6,31,0,0,0,6,31,0,Generic,1
41264,41265,0.153263,tcp,-,CON,6,2,998,86,45.673123,62,252,43428.61719,2244.5078120000003,2,1,30.6526,0.002,1871.513786,0.0,255,1046970960,2163384236,255,0.13036,0.046304000000000005,0.08405599999999999,166,43,0,0,8,3,4,4,1,8,0,0,0,4,8,0,Normal,0
54233,54234,7.000000000000001e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,Generic,1
9725,9726,0.759153,tcp,-,FIN,10,6,614,268,19.758863,254,252,5827.547363000001,2360.525391,2,1,84.35033299999999,132.868594,4831.632872,218.877938,255,2290357091,935183149,255,0.159868,0.093749,0.06611900000000001,61,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
1793,1794,1.4999999999999999e-05,udp,-,INT,2,0,630,0,66666.66835,254,0,168000000.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,315,0,0,0,2,2,1,1,1,1,0,0,0,2,2,0,Shellcode,1
77398,77399,0.7295149999999999,tcp,ftp,FIN,12,12,586,682,31.527795,254,252,5899.810059,6864.834473000001,3,4,66.319544,59.246547,3770.53567,103.17230500000001,255,3311356990,1352059188,255,0.12223699999999998,0.060596000000000004,0.061640999999999994,49,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0
8277,8278,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Exploits,1
24227,24228,0.155108,udp,-,CON,4,4,528,304,45.129844,31,29,20424.47852,11759.54785,0,0,30.012334000000003,29.335,42.430414,41.473227,0,0,0,0,0.0,0.0,0.0,132,76,0,0,10,0,1,1,1,1,0,0,0,1,6,0,Normal,0
67774,67775,1.780289,tcp,ftp,FIN,14,12,820,682,14.042663000000001,254,252,3424.163086,2813.0263670000004,4,4,130.741928,154.032734,6855.915051000001,175.766188,255,3365730321,951701219,255,0.165207,0.085921,0.079286,59,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
81719,81720,0.12931900000000002,tcp,-,CON,6,2,998,86,54.129711,62,252,51469.62109,2660.088623,2,1,25.8638,0.009000000000000001,1559.06782,0.0,255,4079981410,3901919002,255,0.108216,0.064364,0.043851999999999995,166,43,0,0,8,3,4,4,1,8,0,0,0,4,8,0,Normal,0
70552,70553,1.071424,tcp,-,FIN,10,8,534,354,15.866734,254,252,3591.4819340000004,2314.676514,2,1,116.796667,139.229578,6857.232008,217.094969,255,1119897265,1819674942,255,0.216821,0.096812,0.12000899999999999,53,44,0,0,5,1,1,1,1,2,0,0,0,1,2,0,Normal,0
74511,74512,1e-05,udp,-,INT,2,0,1584,0,100000.0025,254,0,633600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,792,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Normal,0
51602,51603,1.910477,tcp,-,FIN,18,18,1012,3920,18.320032,62,252,4003.188721,15506.0752,6,7,112.381,106.61493700000001,5767.601662,140.053203,255,4140039472,1781125241,255,0.154246,0.081786,0.07246,56,218,0,0,2,1,1,1,1,1,0,0,0,3,1,0,Exploits,1
35521,35522,0.784836,tcp,-,FIN,42,34,3022,17186,95.561366,31,29,30080.16992,170032.9688,8,11,19.142342000000003,23.759757999999998,1466.316142,45.933707,255,3642532756,1497489858,255,0.000784,0.000627,0.000157,72,505,0,0,3,0,5,1,1,1,0,0,0,3,7,0,Normal,0
45147,45148,0.9252540000000001,tcp,-,FIN,10,8,594,354,18.373333,254,252,4625.756836,2680.345215,2,1,98.237111,112.06643000000001,5442.358896,189.962875,255,1841871464,1373446304,255,0.311201,0.140778,0.170423,59,44,0,0,5,1,1,1,1,1,0,0,0,2,3,0,Fuzzers,1
8544,8545,1.024885,tcp,-,FIN,10,8,564,354,16.587226,254,252,3965.322754,2419.783447,2,1,113.86144399999999,140.624719,7281.993943,221.247531,255,353584982,3765342207,255,0.084686,0.040506,0.044180000000000004,56,44,0,0,1,1,3,1,1,2,0,0,0,10,5,0,Reconnaissance,1
63879,63880,1.529987,tcp,-,FIN,36,20,26390,1410,35.948018,62,252,134155.3906,7006.595703,14,6,43.015684,77.722313,3384.885724,113.021883,255,4254888312,772950651,255,0.075666,0.053257000000000006,0.022409000000000002,733,71,0,0,2,1,4,1,1,1,0,0,0,1,1,0,DoS,1
27896,27897,1.58771,tcp,smtp,FIN,52,42,37178,3380,58.574928,31,29,183731.2813,16627.7207,18,8,31.123490999999998,38.710855,3342.967971,111.39625,255,1388097295,1563771917,255,0.000719,0.0005610000000000001,0.00015800000000000002,715,80,0,0,1,0,2,1,1,1,0,0,0,2,2,0,Normal,0
16173,16174,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,25,25,25,43,0,0,0,26,43,0,Generic,1
74599,74600,0.556972,tcp,-,FIN,10,6,534,268,26.931334999999997,254,252,6908.785156,3217.396729,2,1,58.408443999999996,99.782797,3103.7019,154.963391,255,963991099,1882857721,255,0.156325,0.058053,0.098272,53,45,0,0,2,1,2,2,1,2,0,0,0,2,3,0,Normal,0
76333,76334,0.449326,tcp,-,FIN,10,6,534,268,33.383334000000005,254,252,8563.9375,3988.195557,2,1,45.210778000000005,73.149203,2482.003999,103.703836,255,2427337444,3575592829,255,0.14935199999999998,0.083571,0.06578099999999999,53,45,0,0,6,1,3,3,1,5,0,0,0,4,5,0,Normal,0
40904,40905,0.8564299999999999,tcp,http,FIN,10,10,822,1158,22.185117,62,252,6912.415526999999,9742.769531,2,2,95.046444,82.879336,5887.1936829999995,131.298812,255,3392456268,3154610034,255,0.170948,0.11051099999999998,0.060437,82,116,1,134,2,1,1,1,1,2,0,0,1,1,2,0,Normal,0
72941,72942,1.075257,tcp,-,FIN,10,6,974,268,13.950154000000001,254,252,6524.952147999999,1666.5783689999998,2,1,110.06822199999999,197.613,6851.282971,314.60475,255,3966547979,940896160,255,0.168965,0.08718300000000001,0.08178200000000001,97,45,0,0,6,1,2,4,2,4,0,0,0,4,6,0,Normal,0
24097,24098,8e-06,udp,-,INT,2,0,178,0,125000.0003,29,0,89000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,89,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Normal,0
28966,28967,0.008915000000000001,tcp,-,FIN,36,38,2334,16290,8188.446747,31,29,2037016.375,14233988.0,7,12,0.24514299999999997,0.224027,14.233533,13.039511,255,3202706427,1053433582,255,0.000769,0.000615,0.000154,65,429,0,0,14,0,2,1,1,1,0,0,0,2,5,0,Normal,0
70831,70832,1.351928,tcp,-,FIN,10,8,550,354,12.574634,254,252,2929.150146,1834.417236,2,1,150.067,175.267281,10497.681859999999,247.19675,255,3402287198,3240629144,255,0.219714,0.125048,0.094666,55,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Normal,0
56317,56318,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,4,4,4,4,0,0,0,4,13,0,Generic,1
15229,15230,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,18,18,18,43,0,0,0,18,43,0,Generic,1
19584,19585,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,2,18,18,18,22,0,0,0,18,22,0,Generic,1
74315,74316,0.745186,tcp,http,FIN,10,10,798,1316,25.496991,62,252,7718.878418000001,12721.65625,2,2,82.713667,76.07066400000001,5303.253927000001,128.398805,255,2064630704,1798792636,255,0.14549,0.060547000000000004,0.08494299999999999,80,132,1,213,2,1,1,1,1,2,0,0,1,1,2,0,Normal,0
51316,51317,4e-06,etherip,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,8,14,0,DoS,1
73019,73020,2.359373,tcp,ftp,FIN,12,12,572,682,9.748352,254,252,1780.133911,2122.597656,3,4,214.48845699999998,190.815453,13210.49639,350.765625,255,585544887,2182621182,255,0.324596,0.21943200000000002,0.10516400000000001,48,57,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Normal,0
64926,64927,0.746085,sctp,-,CON,4,2,632,496,6.701649000000001,254,60,5082.530761999999,2659.214355,0,0,248.695,0.006,351.701469,0.0,0,0,0,0,0.0,0.0,0.0,158,248,0,0,3,3,3,2,2,2,0,0,0,2,3,0,DoS,1
30396,30397,5.436062000000001,tcp,-,FIN,440,858,24744,1094788,238.59184,31,29,36332.18359,1609272.375,38,390,12.382096,6.341721,5085.169304,3639.0117590000004,255,1362676412,3516048815,255,0.001381,0.001204,0.000177,56,1276,0,0,13,0,4,2,1,2,0,0,0,3,9,0,Normal,0
80077,80078,0.544809,tcp,http,FIN,10,8,814,1114,31.203597,62,252,10763.405270000001,14316.94434,2,2,60.534333,61.863285,3208.4724690000003,90.22820300000001,255,3249526320,2230229903,255,0.148637,0.060515,0.088122,81,139,1,150,4,1,1,1,1,4,0,0,1,1,4,0,Normal,0
49307,49308,0.816222,tcp,pop3,FIN,22,32,1038,19038,64.933314,62,252,9713.043945,180774.3438,7,14,38.867714,25.55113,1953.7982809999999,1605.7605740000001,255,2637268899,814411875,255,0.052205999999999995,0.006106,0.0461,47,595,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
72031,72032,0.817731,tcp,-,FIN,30,14,25282,764,52.584528000000006,254,252,239100.625,6946.049316,12,4,28.19762,58.739230000000006,2231.375159,107.175055,255,2378890484,2391533730,255,0.11579300000000001,0.03205,0.083743,843,55,0,0,6,1,2,2,1,5,0,0,0,2,5,0,Normal,0
77688,77689,0.8392790000000001,tcp,-,FIN,34,12,28454,642,53.61745,254,252,263254.5313,5614.342772999999,14,3,25.432697,67.43581999999999,1791.3017960000002,88.348414,255,312553755,4073429732,255,0.157894,0.096661,0.061233,837,54,0,0,6,1,3,2,1,6,0,0,0,3,6,0,Normal,0
44454,44455,9e-06,udp,-,INT,2,0,762,0,111111.1072,254,0,338666656.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,381,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
57083,57084,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,5,5,3,5,0,0,0,5,26,0,Generic,1
42872,42873,1.079982,tcp,-,FIN,14,12,854,678,23.148533,254,252,5874.171875,4607.483886999999,4,4,83.075538,91.67609399999999,4115.694662,121.868023,255,307356293,823011430,255,0.147592,0.071139,0.076453,61,57,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
30329,30330,0.0017699999999999999,udp,-,CON,4,4,520,304,3954.802319,31,29,1762711.875,1030508.5,0,0,0.446,0.237,0.622962,0.32810700000000004,0,0,0,0,0.0,0.0,0.0,130,76,0,0,18,0,5,1,1,3,0,0,0,6,11,0,Normal,0
51196,51197,4e-06,encap,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,8,14,0,Analysis,1
5718,5719,0.782885,tcp,-,FIN,10,10,608,646,24.269209,254,252,5599.800781,5947.233397999999,2,3,86.987222,71.30121899999999,4180.411956,95.154891,255,2779484017,1498049214,255,0.172711,0.09651799999999999,0.076193,61,65,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Exploits,1
26253,26254,0.013897,tcp,-,FIN,16,18,1540,1644,2374.613246,31,29,831258.5625,894005.9375,4,4,0.905533,0.790176,62.334592,1.4431049999999999,255,4233224422,2094154354,255,0.0005809999999999999,0.00045999999999999996,0.000121,96,91,0,0,15,0,7,6,1,6,0,0,0,14,13,0,Normal,0
77465,77466,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,36,2,13,13,1,35,0,0,0,13,35,0,Normal,0
19900,19901,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,Generic,1
16255,16256,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,18,18,18,36,0,0,0,18,36,0,Generic,1
81059,81060,0.409089,tcp,http,FIN,10,8,802,1170,41.55575,62,252,14119.17676,20024.98242,2,2,45.454333,48.54043,2217.58239,67.10843,255,790395398,4065948248,255,0.088431,0.054390999999999995,0.03404,80,146,1,178,6,1,4,4,4,6,0,0,16,4,6,0,Normal,0
51475,51476,1.9e-05,udp,-,INT,3,0,3026,0,105263.1626,254,0,849684224.0,0.0,0,0,0.013999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1009,0,0,0,4,2,2,2,1,2,0,0,0,3,4,0,Fuzzers,1
8188,8189,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,Exploits,1
34539,34540,0.001227,udp,dns,CON,2,2,130,162,2444.987716,31,29,423797.875,528117.375,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,6,1,1,1,0,0,0,2,4,0,Normal,0
70081,70082,0.44907600000000003,tcp,-,CON,6,2,1012,86,15.587562,62,252,15035.31738,766.017334,2,1,89.8152,0.002,4690.586155,0.0,255,1785505673,3975086373,255,0.156645,0.068128,0.088517,169,43,0,0,4,3,3,3,1,4,0,0,0,4,4,0,Normal,0
44739,44740,2.525441,tcp,-,FIN,10,8,564,354,6.731497999999999,254,252,1609.223877,982.0067140000001,2,1,280.587333,346.787719,17010.39149,575.19725,255,506130066,3195494596,255,0.191444,0.097926,0.09351799999999999,56,44,0,0,5,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
31608,31609,0.08697300000000001,tcp,-,FIN,36,38,2334,16290,839.340978,31,29,208800.4375,1459027.625,7,12,2.4756,2.3351889999999997,216.096733,209.184251,255,2080478760,2080771839,255,0.000688,0.00056,0.000128,65,429,0,0,5,0,4,1,1,1,0,0,0,2,5,0,Normal,0
43025,43026,1.2e-05,udp,-,INT,2,0,1064,0,83333.33039,254,0,354666656.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,10,2,6,6,1,8,0,0,0,6,8,0,Normal,0
19316,19317,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,18,18,18,27,0,0,0,19,27,0,Generic,1
37193,37194,0.0009660000000000001,udp,dns,CON,2,2,146,178,3105.589993,31,29,604554.875,737060.0,0,0,0.002,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,1,1,1,1,0,0,0,1,4,0,Normal,0
81524,81525,0.30031599999999997,tcp,-,CON,6,2,998,86,23.308781,62,252,22163.32031,1145.460083,2,1,60.0632,0.001,3493.5492270000004,0.0,255,829939753,1224381397,255,0.23945999999999998,0.144593,0.09486699999999999,166,43,0,0,6,3,3,2,1,7,0,0,0,3,6,0,Normal,0
31222,31223,0.004854,udp,-,CON,4,4,568,304,1442.109549,31,29,702101.3125,375772.5313,0,0,1.245,1.150333,1.752918,1.617626,0,0,0,0,0.0,0.0,0.0,142,76,0,0,6,0,3,1,1,2,0,0,0,2,5,0,Normal,0
33482,33483,0.054338,tcp,-,FIN,122,126,7814,14682,4545.621789,31,29,1141006.25,2144503.0,30,32,0.446025,0.43094399999999994,33.926173,31.063917,255,780744199,781745191,255,0.000603,0.00046399999999999995,0.000139,64,117,0,0,6,0,2,1,1,1,0,0,0,3,6,0,Normal,0
35948,35949,0.8426819999999999,tcp,ftp,FIN,52,54,2934,3740,124.60216299999999,31,29,27322.28711,34850.63281,11,15,16.516628,15.889396,1416.6161730000001,52.636461,255,3019510368,870955552,255,0.000668,0.00054,0.000128,56,69,0,0,1,0,4,1,1,3,1,1,0,5,1,0,Normal,0
71817,71818,8e-06,udp,-,INT,2,0,1066,0,125000.0003,254,0,533000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,32,2,7,7,1,31,0,0,0,7,31,0,Normal,0
71543,71544,1.548198,tcp,-,FIN,16,10,1208,556,16.147806,254,252,5854.54834,2588.816162,5,3,101.79526800000001,163.061328,5714.741111,252.83070299999997,255,2829074896,2477065672,255,0.127092,0.080637,0.046455,76,56,0,0,7,1,1,1,1,4,0,0,0,1,4,0,Normal,0
36746,36747,0.056917999999999996,tcp,-,FIN,34,36,2230,13288,1212.2703060000001,31,29,304297.4063,1815805.25,7,11,1.715182,1.6099709999999998,106.59693500000002,101.942243,255,2865900706,2866228571,255,0.0006799999999999999,0.000558,0.000122,66,369,0,0,5,0,4,1,1,1,0,0,0,5,5,0,Normal,0
75808,75809,0.334611,tcp,-,CON,6,2,978,86,20.919814000000002,62,252,19485.3125,1028.059448,2,1,66.9222,0.0,3925.4381299999995,0.0,255,470487264,2986765766,255,0.269988,0.179548,0.09043999999999999,163,43,0,0,5,3,2,2,1,4,0,0,0,3,4,0,Normal,0
50358,50359,7.000000000000001e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,7,7,4,7,0,0,0,7,7,0,Generic,1
43246,43247,1.2e-05,udp,-,INT,2,0,1064,0,83333.33039,254,0,354666656.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Normal,0
74891,74892,1.000905,tcp,http,FIN,10,10,802,1164,18.98282,62,252,5770.777344,8376.418945,2,2,111.21166699999999,103.06810899999999,7381.3744,159.51359399999998,255,173361,3860882528,255,0.098922,0.072612,0.026310000000000004,80,116,1,137,2,1,2,2,1,2,0,0,1,2,2,0,Normal,0
18370,18371,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,Generic,1
19557,19558,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,6,2,7,6,6,6,0,0,0,7,6,0,Generic,1
